CountryCode,SeriesCode,Year,Description
CAF,BN.CAB.XOKA.CD,YR2009,Gap-filled with countries' balance of payments statistics.
BFA,BM.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
BFA,BM.GSR.TOTL.CD,YR2012,Gap-filled with countries' balance of payments statistics.
BFA,BN.CAB.XOKA.CD,YR2011,Gap-filled with countries' balance of payments statistics.
BFA,BN.CAB.XOKA.CD,YR2012,Gap-filled with countries' balance of payments statistics.
BFA,BX.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
BFA,BX.GSR.TOTL.CD,YR2012,Gap-filled with countries' balance of payments statistics.
CIV,BM.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
CIV,BN.CAB.XOKA.CD,YR2011,Gap-filled with countries' balance of payments statistics.
CIV,BX.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
COM,BM.GSR.TOTL.CD,YR2005,Gap-filled with countries' balance of payments statistics.
COM,BM.GSR.TOTL.CD,YR2006,Gap-filled with countries' balance of payments statistics.
COM,BM.GSR.TOTL.CD,YR2007,Gap-filled with countries' balance of payments statistics.
COM,BM.GSR.TOTL.CD,YR2008,Gap-filled with countries' balance of payments statistics.
COM,BM.GSR.TOTL.CD,YR2009,Gap-filled with countries' balance of payments statistics.
COM,BM.GSR.TOTL.CD,YR2010,Gap-filled with countries' balance of payments statistics.
COM,BM.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
COM,BM.GSR.TOTL.CD,YR2012,Gap-filled with countries' balance of payments statistics.
COM,BN.CAB.XOKA.CD,YR2005,Gap-filled with countries' balance of payments statistics.
COM,BN.CAB.XOKA.CD,YR2006,Gap-filled with countries' balance of payments statistics.
COM,BN.CAB.XOKA.CD,YR2007,Gap-filled with countries' balance of payments statistics.
COM,BN.CAB.XOKA.CD,YR2008,Gap-filled with countries' balance of payments statistics.
COM,BN.CAB.XOKA.CD,YR2009,Gap-filled with countries' balance of payments statistics.
COM,BN.CAB.XOKA.CD,YR2010,Gap-filled with countries' balance of payments statistics.
COM,BN.CAB.XOKA.CD,YR2011,Gap-filled with countries' balance of payments statistics.
COM,BN.CAB.XOKA.CD,YR2012,Gap-filled with countries' balance of payments statistics.
COM,BX.GSR.TOTL.CD,YR2005,Gap-filled with countries' balance of payments statistics.
COM,BX.GSR.TOTL.CD,YR2006,Gap-filled with countries' balance of payments statistics.
COM,BX.GSR.TOTL.CD,YR2007,Gap-filled with countries' balance of payments statistics.
COM,BX.GSR.TOTL.CD,YR2008,Gap-filled with countries' balance of payments statistics.
COM,BX.GSR.TOTL.CD,YR2009,Gap-filled with countries' balance of payments statistics.
COM,BX.GSR.TOTL.CD,YR2010,Gap-filled with countries' balance of payments statistics.
COM,BX.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
COM,BX.GSR.TOTL.CD,YR2012,Gap-filled with countries' balance of payments statistics.
DZA,BM.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
DZA,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
DZA,BX.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
FJI,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
FJI,BX.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
GAB,BN.CAB.XOKA.CD,YR2006,Gap-filled with countries' balance of payments statistics.
GAB,BN.CAB.XOKA.CD,YR2007,Gap-filled with countries' balance of payments statistics.
GAB,BN.CAB.XOKA.CD,YR2008,Gap-filled with countries' balance of payments statistics.
GAB,BN.CAB.XOKA.CD,YR2009,Gap-filled with countries' balance of payments statistics.
GHA,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
GHA,BX.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
NER,BM.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
NER,BN.CAB.XOKA.CD,YR2011,Gap-filled with countries' balance of payments statistics.
NER,BX.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
NGA,BM.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
NGA,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
NGA,BX.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
PER,BM.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
PER,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
PER,BX.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
MRT,BM.GSR.TOTL.CD,YR2006,Gap-filled with countries' balance of payments statistics.
MRT,BM.GSR.TOTL.CD,YR2007,Gap-filled with countries' balance of payments statistics.
MRT,BM.GSR.TOTL.CD,YR2008,Gap-filled with countries' balance of payments statistics.
MRT,BM.GSR.TOTL.CD,YR2009,Gap-filled with countries' balance of payments statistics.
MRT,BM.GSR.TOTL.CD,YR2010,Gap-filled with countries' balance of payments statistics.
MRT,BM.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
MRT,BM.GSR.TOTL.CD,YR2012,Gap-filled with countries' balance of payments statistics.
MRT,BN.CAB.XOKA.CD,YR2007,Gap-filled with countries' balance of payments statistics.
MRT,BN.CAB.XOKA.CD,YR2008,Gap-filled with countries' balance of payments statistics.
MRT,BN.CAB.XOKA.CD,YR2009,Gap-filled with countries' balance of payments statistics.
MRT,BN.CAB.XOKA.CD,YR2010,Gap-filled with countries' balance of payments statistics.
MRT,BN.CAB.XOKA.CD,YR2011,Gap-filled with countries' balance of payments statistics.
MRT,BN.CAB.XOKA.CD,YR2012,Gap-filled with countries' balance of payments statistics.
MRT,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
MRT,BX.GSR.TOTL.CD,YR2006,Gap-filled with countries' balance of payments statistics.
MRT,BX.GSR.TOTL.CD,YR2007,Gap-filled with countries' balance of payments statistics.
MRT,BX.GSR.TOTL.CD,YR2008,Gap-filled with countries' balance of payments statistics.
MRT,BX.GSR.TOTL.CD,YR2009,Gap-filled with countries' balance of payments statistics.
MRT,BX.GSR.TOTL.CD,YR2010,Gap-filled with countries' balance of payments statistics.
MRT,BX.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
MRT,BX.GSR.TOTL.CD,YR2012,Gap-filled with countries' balance of payments statistics.
NGA,BX.PEF.TOTL.CD.DT,YR2013,Gap-filled with countries' balance of payments statistics.
PER,BX.TRF.PWKR.CD.DT,YR2013,Gap-filled with countries' balance of payments statistics.
SEN,BM.GSR.TOTL.CD,YR2012,Gap-filled with countries' balance of payments statistics.
SEN,BN.CAB.XOKA.CD,YR2012,Gap-filled with countries' balance of payments statistics.
SEN,BX.GSR.TOTL.CD,YR2012,Gap-filled with countries' balance of payments statistics.
STP,BM.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
STP,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
STP,BX.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
SRB,BM.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
SRB,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
SYC,BM.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
SYC,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
SWZ,BM.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
SWZ,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
TJK,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
TCD,BN.CAB.XOKA.CD,YR2005,Gap-filled with countries' balance of payments statistics.
TCD,BN.CAB.XOKA.CD,YR2006,Gap-filled with countries' balance of payments statistics.
TCD,BN.CAB.XOKA.CD,YR2007,Gap-filled with countries' balance of payments statistics.
TCD,BN.CAB.XOKA.CD,YR2008,Gap-filled with countries' balance of payments statistics.
TCD,BN.CAB.XOKA.CD,YR2009,Gap-filled with countries' balance of payments statistics.
TZA,BM.GSR.TOTL.CD,YR2013,Gap-filled with countries' balance of payments statistics.
TZA,BN.CAB.XOKA.CD,YR2013,Gap-filled with countries' balance of payments statistics.
TGO,BM.GSR.TOTL.CD,YR2011,Gap-filled with countries' balance of payments statistics.
TGO,BN.CAB.XOKA.CD,YR2011,Gap-filled with countries' balance of payments statistics.
ZWE,BN.CAB.XOKA.CD,YR2005,Gap-filled with countries' balance of payments statistics.
ZWE,BN.CAB.XOKA.CD,YR2006,Gap-filled with countries' balance of payments statistics.
ZWE,BN.CAB.XOKA.CD,YR2007,Gap-filled with countries' balance of payments statistics.
ZWE,BN.CAB.XOKA.CD,YR2008,Gap-filled with countries' balance of payments statistics.
SRB,BX.KLT.DINV.CD.DT,YR1992,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR1993,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR1994,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR1995,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR1996,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR1997,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR1998,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR1999,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR2000,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR2001,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR2002,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR2003,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR2004,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR2005,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SRB,BX.KLT.DINV.CD.DT,YR2006,"Includes Montenegro. Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LSO,DT.INT.DPPG.CD,YR2007,Large interest payment was made to a creditor country to settle a long standing claim.
MAR,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MAR,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MAR,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MAR,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MAR,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MAR,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDA,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDA,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LKA,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LKA,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LKA,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LKA,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LKA,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LKA,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LSO,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LSO,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LSO,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LSO,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KEN,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KEN,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KEN,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KEN,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KEN,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
KEN,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LAO,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LAO,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LAO,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LAO,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDG,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MLI,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MLI,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MLI,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MLI,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MLI,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MLI,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MEX,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MDV,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MMR,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MNG,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MNG,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MNG,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MNG,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MOZ,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
LBR,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
